rating,content
4,I can't imagine doing my sisters accounting without it.  However I didn't give it another star because it doesn't always pull the information in.  If I have to reconnect I lose my categories.
1,"I enter all the data myself, I don’t really use anything but the spreadsheet and it costs me annually. I’d leave if I could but I have years of files. :("
5,I have been using Quicken since 1985.  I've seen some great upgrades.
5,
5,Easy to use.
5,"I have used Quicken for over 20 years, and I am impressed by the improvements the product has made over the last 5-6 years.  There are a lot of free options out there; however, Quicken is worth the money."
3,"Having to put an email address in to pay a bill is not user friendly nor important. My customers say they don’t want to deal with receiving an email for every check sent to them. It should be an option, not a have-too."
5,Quicken stepped me through all the relevant categories.  I didn't have to figure out what I needed to do.
3,Difficulty with backup as an ongoing issue. Wish all the desktop features were available on the mobile app.
1,I can't stand the subscription platform.  It does not improve my service and causes more problems with my computer.
5,It works great for me in reviewing past expenses and setting up a budget especially now with this ugly high inflation and being on a fixed income. all the recent improvements help a lot.
4,"I appreciate being able to track my expenses (particularly the income-tax-related ones) through the year. The only negative thing I have to say is that a recent update wiped out some of the memorized split transactions I had saved (such as paycheck breakdowns and donations), which I caught as I did taxes for 2023 and am still catching."
1,"As a non US based user, almost none of the online functionality is available, and still we're stuck in the subscription model.I started using quicken over 30 years ago. Thankfully for the first 25 years or so, it was normal software, purchased once.I'm desperately seeking an alternative, as are many many other loyal users, but for the moment we appear to be stuck.I don't get any of the subscription benefits, but if I stop paying 150USD+ yearly, half of the screen turns into a giant ad, and the software becomes practically unusable!!!"
3,I like I can download transactions but  sometimes they are not accurate.Also the report functions does not pull accurate month ending values that I like to copy and paste into another spreadsheet for analysis.  So I need to go into each account and write them down.  This used to be accurate.  It's a very important function for transferring data.  It should be better.
2,I just am not smart enough to use it more to my benefit
4,"I have been using Quicken for at least 10 years. It is a good program that informs you about your finances as well as your life. I love the logic and forecasting in the program. With other programs out there, why no loyalty discount. The annual subscription has went up astronomically each year. I understand inflation and economics but the annual fees are a beast."
2,Downloads don't always work and the cost for the base product is too high. The recent increase is too much. All I want is a simple system that will download bank records and enable me to balance my accounts.
2,This program is WAY over priced - ridiculous. I'm looking for another to replace it. Not sure how you can justify that this provides a value to the consumer that is anywhere close to what it costs. Might just try using it without the downloads and import my files manually. Some of us just use the program to download from banks and brokerages - the rest is useless and never used.
4,I have used quicken for many years. These last two years I started using the budget planning part of Quicken. It is a bit more work to monitor but it has been eye opening to see how we can stay in budget and not overspend!
3,"I have used Quicken for a couple of decades and loved it. The new system, with having to do an annual subscription, doesn’t have the same features that I’m used to and I’m not as thrilled. I thought my subscription was on auto pay and could not see what my credit card was for it and it turns out that my subscription ran out. I had called ahead of time and they said no it should work and will give you a message if if it doesn’t. The long in the short of it is that I lost all of my data, since about 2012. I called and I recovered some of it but now I don’t have anything from this year. It was hard to determine which set of quicken data to download and now I have no information for this year. It is frustrating"
3,Bill reminders don't work correctly. No changes in product yet the price continues to increase. I have used the program since its inception. I will be looking for an alternative program in the future.
5,"Quicken works, It puts every thing in place."
2,"I have used QUICKEN for years. About a month ago, it crashed and I lost years of data and had to completely rebuild all of my accounts. I’m considering looking elsewhere for financial record keeping."
3,"Listen, I’m old and I’ve been using Quicken since it came out. I was using it for my business too and I was glad when QB came out and I could track inventory, etc. Eventually I was able to do payroll and I was in business 34 years until retirement. Back to Quicken, I don’t need now and never really was a fan of having it check my credit cards and other balances. I just need a simple register not all the fancy stuff. You just renewed my subscription for $71.88 and I think that’s highway robbery. The good old days, I would use a program for 4 to 6 years and then buy a new updated one when I wanted to do so. FYI, I didn’t read your guidelines as this is not a review you would want to publish & I despised surveys. I’m not sure about this one. Bye"
5,Been using since 1996.  Helps soo much for finances.Had a little hiccup with importing investments from one source but I was able to talk to a tech support and got everything up and running quickly.  Thank you!
5,Quicken keeps me well organized.
5,Quicken does everything I need. All my financial information is quickly and simply visible when I need it.
5,It’s very easy to use.
3,I HAVE BEEN USING QUICKEN FOR OVER 15 YEARS.
3,"It is a good program, but when you have multiple accounts it's overwhelmed. Downloading data results in multiple cases of duplicate transactions that take considerable time to sort through. It needs some serious work."
5,"I like the quicken program because it allows me to manage my banking without any issues.  I have some issues with the reconcile part of when I need to make a change to a reconciled statement. However, I have figured out a way to work around it.  Overall, I am very pleased with the banking and record keeping for tax purposes each year."
4,I love using Quicken except when downloading an account with transfers to another account.  Some of the transferred transactions get messed up and it is a puzzle to figure out what happened and re-balance the accounts.
5,
5,What I like about my version - Quicken Classic Starter - is it is easy to use. There are many options I can use but don't have to if I don't need them. I've used Quicken for years and I have never been disappointed about what it offers and how easy it is to understand and use.
5,"Love Quicken for monitoring my spending/household expenses, and forecasting cashflow."
4,
4,On most recent download from Bank to update my credit card transactions many payees and descriptions did not match each of the dollars paid that date. I corrected manually using monthly downloaded statement from my online bank account. Hope this isa one-time glitch and it could be a Bank problem.
1,Downloading transactions from USAA is impossible!
1,Connectivity to Wells does not process checks to be sent out.
5,
4,Been using it since 1994.
4,Not sure if it’s quicken or my bank but o am starting over with categories and have been having a real challenge logging into it. Sometimes it will not downloy
5,The technician was very helpful and successful.
1,
3,"I have frequent issues with it automatically tagging a transaction as one of my recurring bills because it is similar in cost.  Other items that to me are clear what they are and that they are a recurring bill, it does not tag properly."
5,
3,I have used quicken for years with good results. Starting at the beginning of March 2024 I have had challenges getting my credit card transactions to download. I could not determine if was due to an upgrade.
4,I have used this program for years. My only issue is that I have to relearn the program and reset my preferences when an update is installed
4,"Windows version does everything I need.  Wish I could directly make money transfers within the app.  However, I wish the Mac version was just as capable and that I could move data from Win to Mac and back without fear of losing data and capabilities.  Right now I'm using Quicken for Windows in Parallels on the Mac.  Not ideal."
2,Downloads produce duplicates. Had a sudden minus balance of ALL spending last 3 years. Closed program and reopened back to normal.NO CONFIDENCE IN TOTALS!
4,"I have been using Quicken for years and am very happy with the desktop version. The mobile version, however, is slow and buggy sometimes."
3,I use quicken to track my bank accounts and two credit cards. They keep adding features that are of no use to me they only add obstacles to getting my records straight.
5,Ease of use and downloading information
3,"I like the product but do not like that I have to pay $50 a year to use it.  I only use the check reconciliation feature.  I do not pay bills, use the pay cash feature or investment feature.  I purchased the software without realizing there would be a yearly fee.  Now I am locked into the program."
5,I have used this application for decades. Also used Quickbooks for my corporate finances for 20 yeras.Without Quicken I would never have been able to make solid financial decisions. A wonderful tool to get a grasp on your finances quickly. Hence the name.Grasp your finances quickly with Quicken. I should get paid for that one!
5,"I could not live without Quicken to manage my finances.  I've been using it for more than 30 years.  The features added over the years have helped to greatly reduce the time it takes to reconcile my accounts.  In addition, the budget features and net worth capabilities are extremely useful."
5,"I have used Quicken for YEARS, probably since it first came out.  It is user friendly and very intuitive.  ALso, customer service when needed is EXCELLENT"
1,Don't like the yearly subscription!  There should be a standalone version for those who do not use all the functionality available in the application.
1,Forced to upgrade and asa loyal customer I had to pay full price last time it was 50.00 now it is 103.? I will not be renewing again
3,I cannot set my new accounts to match my old format.
5,USEFULL AND EASYGREAT PROGRAMEASY TO USE
5,
3,
3,"Product is fine but grossly overpriced, especially with your recent OUTRAGEOUS 40% price increase!"
3,"Ever since Quicken went to an annual subscription, I’ve had to constantly reset my cloud data to get the app to sync my accounts with the mobile app and my financial institutions. I would have to do this about once or twice a month which is very annoying. I’ve been a Quicken user since the mid-1990s when it was a MSDOS based program."
1,The software continues to use previous transactions to populate new transactions. It uses wrong accounts and causes extra work. I no longer recommend.
4,I need to know what else can quicken besides organizing your finances. Is it capable of doing bookkeeping like Quick Books or not. Please let me know. It's getting really expensive to do both. Thank you.
5,I have had Quicken for years and it is just so easy to use. I have never had any issues with it.
4,Fairly fast in updating my database.
5,"Quicken user for many years, it helped me to stay financial organized, and tax preparation is a breeze. Now Quicken apps are with you anytime on the phone or tablet wherever you go. Thanks, Quicken team."
3,"I find that I can not pay many bills through quicken unless I use the check writing option.  Also bills that I do pay electroncally will suddenly not be available and and I need to pay by check.  Also when I do pay by check it is very, very slow-often a week before the check is written and another several days before the check arrives."
5,Quicken is an excellent tool for anyone to use for their funds & being organized about the entire process.Thank you!
2,Find that download from my credit union mislabels the field stating what the charge is for and the field dosent catagorize the charge properly.  the same can be said for the deposits to the account. Bad problem and happens often.
5,"i had dropped my computer one too many times, breaking a hinge and the screen.  i needed help getting quicken onto a new computer, the technician i got on the phone was great and got me all set up.  i had my information on a hard drive and had it put into the new computer and it worked out great  i never lost anything"
5,This helps me track my income and expenses over many years!
3,Downloading from Schwab keeps changing and getting harder rather than easier.  I have ended up with multiple versions of the same investment accounts because the instructions for updating are not clear to me.
1,"I have been a Quicken user for about 15 to 20 years.  During that period, I've had 2 issues that I requested assistance from Quicken support: the latest being about 6 weeks ago.  Neither one even got a response from your customer/technical support.  Guess I've come to the conclusion that Customer Service is a ""non-existent"" organization at your company."
4,
4,Search capability needs improvement. Bring back the autofill when searching. Also there needs to be a second search (or filter) within the initial search.
5,"Friendly, expert tech support resolves my issues both online and on phone."
5,Quicken Classic Deluxe is very intuitive.
2,"Your online bank link is buggy, so I can't use the online update.  When I try to import my transactions, it fails to do anything until I logout and log back in the ""Preferences"" tab (which is hidden deep in your menu).  When I do the online update with my credit cards, Quicken adds other accounts which should only be linked to my separate business file."
3,It is never accurate.  I have to delete it and start all over and over again to get it to get the information from my bank.
4,Does everything I want in tracking investments and spending.
2,With each new revision that gets sent out the application gets worse. In the current version navigation is a problem with scaling not correct anymore - no need to change it from all filling on the screen but have now made it so you have to scroll while making the scroll bars so small that they are challenging to use. There really are quality control problems these last few years - getting to a point that I will give up on it
5,easy to use helps me keep tract of stuff of importantance.
5,Easy to use and organized well. Being able to incorporate all investment companies and accounts is great.
5,It’s easy to use and to search things
3,
5,
5,Very easy to use and gives you all the information that you need
2,"Still a terrible piece of software. I've been using it for well over a decade and seen no improvements to the most egregious problems which still exist.Transactions don't auto match with anything scheduled if it's a day or a cent off.Transaction downloads for some businesses rarely function properly, like the treasury direct website.It tries to be smart about renaming payees, but when it does it overwrites the entirety of the downloaded transaction, including downloaded amount.Hot keys are abysmal, like ctrl-a opening the account list instead of selecting all.And too many more to list."
5,"I have been using Quicken for several years. I have all of my finances, including bills, bank accounts, loans, and investments, at my fingertips at any time, day or night. I can, through Quicken, manage all of my information and money in one place without having to log into multiple websites.  I have multiple credit cards that update through Quicken; I tend not to use the one by Goldman Sachs that does not easily integrate with Quicken; their loss, not mine.  Several banks, investment accounts, and credit card issuers integrate with Quicken; if they don't (which are few), I won't use their services."
5,"Easy syncing between devices, easy bank transaction downloads."
5,All is good.  All is good.
5,Quicken is easy to use and navigate. I am able to look up previous payments easily. I use the bill pay feature with my bank.
5,"I use the basic functions and I appreciate the simplicity of the interface, the tools, and the reliability of both the product and the company.  I have been using the app (or earlier iterations) for 25 years."
5,Been using bill pay function for years. Works well
5,"My son is a 'tech' guy and uses Quicken. He got me started with it. My husband and I have a farm/hay business, so it is helpful to track, store receipts and bills. Quicken is easy to use."
1,Don't like any part of my data on cloud.  Will be moving away from these types of solutions
2,Syncing to the cloud produced multiple errors in all my accounts.
4,Easy to use and navigate
4,"It is a fantastic app for managing your personal finantial & investments - the only thing to improve - managing ""multi currency scenarios"""
5,I like the views of all my investments on one page and the ease to reconcile my accounts
5,Easy to use and keeps all my accounts straight
5,
3,I dislike that I have to purchase a subscription service for this software. I am also finding that it appears to have lost transactions on multiple occasions. The price increases are making it likely that I will cancel next renewal.
5,User friendly
5,Changes this yr made it easier to load data and transfer cost/rev. Keep updating Mac! I miss my windows version though but my track record on windows computers was terrible! So not going back. Wish data could be referred back and forth on these databases. So others don’t have to learn differences in systems!
4,I have used quicken for decades. I am an Apple user and am happy they made improvements for us! Quicken has helped me plan and budget in my daily life and for retirement.
4,"I've used Quicken for more than 40 years, and I am mostly happy with it, I can't get it to download my investment information however, I can only export it to Quicken from Kinecta LPL Financial. Things happen in my Quicken that I can't explain and I restore my latest backup and start again from there.  It may be due to Quicken or maybe my mind just isn't what it used to be.  I don't find it as easy as I used to."
5,Superb financial program for those willing to invest some time to have thorough records.
3,"Too hard to use. Been a Quicken user since it first came out.(Used to was able to buy the product on a disk and it was good for 3 years. Now have to subscribe to use the product.)  Over the  years, so much stuff has been added that I will never use. Every time I use Quicken seems that an update is needed.Even adding bill and income information was once simple, not so now.Sometimes Quicken's program will just terminate. Have reported errors when things go wrong but get no response.I just want a simple checkbook register with easy to use bill/income reminders and easy checkbook balancing.KISS - Keep it simple sweetie."
5,
5,Xxxxxxxxxxx
4,Good user friendly way to track my finances on my computer. I've used Quicken for many many years. I would not give 5 stars because of glitches in the ability to consistently connect and download data from one bank I deal with. But lately that issue seems to be resolved and the downloads seems to be happening OK
4,"Use for personal finances only.  Fairly easy to use, dependable.  Mostly I have difficulty with reports -- and printing them; also don't know how to eliminate typos from constantly coming back (for instance, I mispelled Energey -- now I can't get rid of it).  Not clear for what information I want.  Am only a casual user and don't use all the ""fancy"" ones.  Don't use for investment tracking -- financial advisors do that."
3,"I like quicken because it downloads my checking account data.  However, it mismatches my ""uncleared"" entries with the bank's entries when I do the download.  Instead of not having a balanced checking after the download, I tediously have to find the mismatches, which contradicts the purpose of having this software.  Also, at times, it does not even download some of the bank's entries.  I noticed this particularly with ACH entries.  I am frustrated with the product."
3,The stocks and other investments I have with symbols don’t consistently update.  I followed the steps to reload it.  Still I noticed some are not updating
4,"I don't love the subscription basis, but at least the updates come quicker.  The split screen to see another app isn't very good.  I've been a quicken person a LONG time... and need to do some cleanup.  that gets tricky, but isn't current."
3,For personal use the fees are to high.
5,Quicken Premier is easy to use and provides backup for any type of a needed financial report.
5,The lady that helped me was very knowledgeable
4,Keep making the reports more flexible.
2,"I don't like the subscription model. I don't want to have to pay year after year for the basic Quicken. I buy it for whatever dollar, I am good. If I find a better solution I will dump quicken after 20+ years of use."
3,"Pretty solid program and probably a little robust for my needs, but it's getting very expensive with its ""Annual Membership"" price structure. Unfortunately, I'll start seeking more cost-effective alternatives."
4,Quicken is a great financial management program. If only their mobile apps would integrate it would be perfect. I’ll have to continue to look for an alternative I can use when away from home for an extended period of time (I don’t travel with a laptop!)
4,Great tool.  Often just dont have time to take full advantage.  Like what is has to offer and changes that have been made over the years.
1,"For a product that hasn't changed much in 25 years, it is priced way too high.  I don't like the requirement of subscriptions for a product like this.  I'm actively looking to replace it.  Quicken hasn't kept up with the technology gains, only price increases.  The value is just not there."
1,I haven’t used Quicken for two or three years and wish to cancel my subscription.
3,Well dislikes first.-The Quicken application's GUI is slow even on an i9 with 32GB of RAM.- The Quicken application really needs to be able to dynamically scale with modern screen sizes. When I drag the application from one screen to the other (3 screen s with differing sizes and resolutions) the application struggles to dynamically adjust. Also lack of ctrl-+ or ctrl-- to adjust font sizes is also very inconvenient.- Lastly downloading financial institution updates changes the (correct) balance on my account to incorrect balances. (Please eat your own dog food. I'm pretty sure the developers of this app don't use it on a daily basis like I do.)
2,"Data is dropped, not supporting Catalina on Mac, always a problem and no solutions"
1,I have not received an activation code
5,Great product.  I have used it for over 20 years.
3,"In the SPENDING tab with a reduced window, Useful information is off the right of the screen while USELESS info in displayed on the left.  I have mentioned this for years, but apparently Quicken chooses to ignore me."
4,Quicken is a product I can rely on.  Support is always available if I have a problem.
5,This one of the best ways to have break down of expenses for my taxes.
2,The product has taken a major turn for the worse since going web based. It takes forever to load and is very slow in processing transactions. Also the annual fees are especially annoying when my original product was doing all I needed.
3,"Inconvenient quirks in many places.  (1) Categorization, (2) Searching, (3) Operation of simple reports"
2,"Same issues, fills in transaction data using old, incorrect data even when the feature is disabled"
3,"Good program, but getting too expensive."
4,"I like tracking all my investments, banking, and credit card use in one place.  A few of the changes made recently have caused me to redo the way I've made entries which is a bit confusing.  More Help features with examples and logic (not just how but why) would be greatly appreciated."
2,"In the past I have asked several times how I can install a simpler version of Quicken for my personal accounting and yet retain Quicken H&B for a while for reference. I would need to use the same e-mail address for both. - Each time I seem to have been referred to an external agency who first of all wanted a Credit Card before they even deal with me. I do not give this type of information to contacts I do not know. Ergo, my question has never been answered. If I could, I guess I would have switched to a different program for my finances.Do you have a solution? I am 93 years old and retired.Antoinette-M. Ruth"
3,The products used are not worth the price.  Some features are not working as it should.
5,Quicken's very useful and I'm glad it's in tact with Univest.
3,Too many errors when downloading account transactions.
1,"Expensive, overpriced. When the ""subscription"" runs out and they basically want you to buy the software that you already bought again, they put these nag windows at the top and left side basically rendering the software that you've paid for over and over again. I will find an open source or reasonably priced software before it expires again. Done."
4,Great system for keeping track of expenses and other assets
3,"Often whenever I download my accounts cleared charges do not equal reconciliation. Recent purchases don’t show up so I have to go to my bank web page to find the charge, manually enter it and then reconcile the account."
3,"I love the way Quicken works from the standpoint of my record keeping.  I detest the annual fee.  Quicken functioned fine with the pay once CD and it's mine.  I understand companies want to make more money, but the annual fee is nothing but a money maker with no regard to the small business owner and their budgets."
3,I dislike the requirement to log into intuit to use the program
1,"Software as a service, is a failed model for the end user and only benefits the seller. Year after year of planned features go without being added. Let's go back to the seller earning our business, by adding the much requested features that drive us to upgrade."
2,"When I enter a deposit it switches it to a payment, converts the positive split figures into negative ones. If I don’t pay close attention to the switch it’s pulled, the whole entry is posted as a debit, not a credit/deposit. Very frustrating!"
1,"Now that I am being forced to pay every year it would be reasonable to ask for a feature that was very important to me. But when I ask about it, I get no response. I am using Quicken home & business for my small business, I would like to be able to do reports on inventory sales by part number. This would give me an idea of the best way to concentrate my efforts to improve sales. However, that is the one thing that this software is missing that would help a small business greatly. I wish they would stop spending time on stock, portfolios, rental portfolios add this simple feature."
3,"I hate the newest updates, price is too high. Will be looking for a replacement program"
3,"unable to format my reports, limited in most cases to your pre formated reports."
1,1.  I need additional memorized payees2.  Transactions sometimes get dropped3.  Sold me premium version unnecessarily
2,It doesn't update
1,I paid for Quicken and you keep making me buy it and buy it. All I want is to make manual entries and balance to my bank statements. I COULD CARE LESS ABOUT ALL THE AUTOMATIC STOCK MARKET THINGS
4,"I have been using Quicken for years; many on a PC and recently on a Mac. I have needed to call the help line a few times because of problems in downloading Schwab financial transactions. I have, for the most part, figured out how to get around the issues. Also, recently I have been havng minor problems with downloaded credit card transactions where the payee is wrong. Most of the problems have been on the PC version."
2,The Price has gone up 20% in one year.  I need to find another option after over 20 years
5,Easy to use and user-friendly.
5,
5,I've used quicken for years and it has been very helpful.
1,"quicken has rounding problems, reports incorrect, auto renaming is basically CRAP!"
3,I dislike that quicken has doubled the subscription in 4 years. I don’t see x2 changes in the software in prior 4years
3,Very long time customer with decades of data.  I am happy we are getting improvements to the Mac version.  The improvements over the past couple years are noticeable and appreciated.  I am concerned about the price increases over the past couple years.  This year is the breaking point.  Please consider a tailored offering at a lower price point that excludes connectivity to banking or other expensive features.
2,"Not happy about the significant annual price increases.  Used to be you could buy a software product once..  now it seems I have to buy it every year at an ever increasing price.  If I’m going to do that, I’m also going to evaluate other products every year.  If all else fails, I’ll use a spreadsheet."
1,Problem not resolved. Items in account register do not make it into reports. Two calls. One about 30 minutes and second about 90. The escalated call was an abuse of my time by forcing me to work through the first person. I don’t pay so I can train your crew. I found a work around myself.
5,It recently improved for off line use. For me that is much better. It has gone back to its roots and holds information you enter month to month which helps me know if my spending in one area is flat or increasing or decreasing.  I would like more ability to have reports of income charts as I have income from various areas but otherwise I'm much more satisfied at this time
5,Everything!
5,The program is user friendly and can be modified to fit my needs.
5,
1,It's very confusing.  I wanted to beable to use a spreadsheet to keep a record of spending but it won't allow me to
3,"It seems that Quicken is not as good as a few years ago.  Even today, I found a few duplicate transactions after downloads last week into my checking account."
3,Too expensive for the number of transactions I conduct monthly…
5,Quicken is easy to use. It helps me keep my accounts in order. The ease of balancing my accounts.
2,"downloads???Before the ownership change the  automatic downloads   worked seamlessly etc.  but despite doing all the suggestions, I now have to manual download my accounts into quicken.  Make sure you get the dates right or you end up with either double downloads or missing downloads.  Having several bank accounts and credit cards etc.  I dread working with Quicken now."
4,"I have been using Quicken over 30 years, mainly for consolidating all my accounts in one place.  As an IT professional, I found Quicken is easy to use. I used to upgrade the version every 2 or 3 years.  Only recent years, Quicken is charging over $100 a year, I think it is a bit too much for my simple use."
3,Works well except brokerage accounts
1,I like the product but I HATE the company.  You mutherfuckers jacked up the price again! What's so different about the product that instead of paying the $30 when I first purchased my subscription that you jacked it up to $60 and now $72?  I want a discount or a credit to bring my price back down to $30!  And don't tell me bout your rising costs blah blah blah...
3,Poor renewal experience- notified day it was processing with a substantial price increase
5,Easy to use and love the transaction update feature.
2,"I am no longer able to download from 2 of my 5 financial institutions.  I have to manually check each day to see that all is correct with those accounts.  I've spent hours on the phone and been escalated several times with no result - just a ""we'll call you when we correct the problem"" and no call ever comes even after 6 months! My son has an account at one of those institutions, and his info downloads perfectly each day even though I was told the problem was with the financial institution."
4,"I dropped Quicken back in 2018 or 19.  There were so many problems with downloading data from credit card companies and banks. Quicken has gotten better since I repurchased it a 2 years ago. I don't have problems with downloading data from the credit card companies. I am still unable to download data from my bank that has my savings and checking accounts.When I have ""reported a problem"" with the program, it seems to be resolved in a few months or sooner."
5,I have been using Quicken since early 90's. It has always been the defacto standard of how I judge other software UX experiences.
5,I haven't had any issues recently!
3,dislike:- duplicate entries from automatic updates- unmatched repeat payee to categories- Paypal/apple pay vendor labellike:category reporting
5,Just perfect for my home bookkeeping needs. Consistent and stable software.
2,"I like the basic function Quicken provides, but the subscription cost is ridiculously high"
5,It's the only way I have been able to balance my checking account to the penny.  I have used Quiken for at least 15 years
5,Does what I need to do and more. I don’t use all the functionality however I do use it as a cash flow management tool for my home expenses. Perhaps this capability exists in the software functionality but I haven’t searched for it
5,I love the product because it keeps everything in one place and neat.  If you make an error you can correct it easily and neat. It easy to reconcile your bank accounts.
5,Quicken continues to improve their product features and reliability. I was concerned a few years ago when they split off from Intuit but they haven't missed a beat. Highly Recommended!!
5,I've been using Quicken for many years and it's so easy to use
1,Hate it. I’ve used Quicken for 30 years. Fire the programmers. A nightmare yo download Wells Fargo and bank accounts. Missing data. Gaps in downloads that I spend hours to find and manually fix. A waste of countless accounting hours and money.Sell the company to someone really smart like Elon Musk.Quicken sucks now!
5,Easy to use and sync between computer and phone. When problem people answer phone lol.
2,"I have a beautiful 27” iMac that love. I had a new solid state hard drive put in it less than two years ago. It has been upgraded as far as it can go, to Catalina. I only did that upgrade because of you, sacrificing other apps that I used a LOT and regret losing, but that’s not good enough for you, is it?! You are leaving me behind anyway! Almost immediately, I got a notice that I had to upgrade my system again - which I cannot do - so how much time did that even buy me? Did I sacrifice those apps for nothing?As a customer of at least 25 years, I am angry, to say the least.I’m in my 70’s. I live on social security. Do you think that this point in my life is just a great time so spend a couple thousand dollars on a new computer? And now you send me this email about how great you are. What a joke! I should have found an alternative for you a long time ago.Sign me P.O.'d"
3,When I started using quick on all you had to do was buy the programmers and install it.  I hate paying this annual fee just to be able to continue using it when I don't get any service is trim you. I still do at the old-fashioned way .
3,I have been a Quicken subscriber for many years. I only  use the most simple functions to balance my checking account. I am disappointed that I cannot just purchase a basic account. I do not need all the new bells and whistles that are added every year. I don't think what I use is worth $50 a year. Please consider making a basic package for senior citizens like me.
5,"Love this easy to use financial app that generates all of the right reports. Thank you, Quicken!"
5,"I use quicken to keep track of my checkbook and to have easy access to spending information and taxables. I don't use all the on-line stuff or keep other accts in Quicken, but I could if I chose to."
3,"I like the convenience, the links to accounts, and the memorization features.Those memorization features often get unmemorized or changed.  This is frustrating.Not all accounts can get linked. This is also frustrating."
2,It has not been a smooth transition with the age of my files. I have been using quicken since the early 90s. Half of the time things do not download automatically and I have to do it manually. Going to a yearly subscription is insulting when most of the time I have to do things manually.
4,
5,it works good for me
3,Generally it is helpful but lately when I download transactions from my Bank of America accounts into Quicken some of the data is put into the wrong account.
1,Can't run update it just spins. I was told it was beause i was connectted to one drive but that was a lie.   I disconnected the pc from one drive and still update won't run
5,"Very good, feature rich software - works as described - constantly upgrading. I've gone to their customer support people - they have been outstanding - kind of like calling Apple, very knowledgeable and professional."
2,Software is great but paying an annual subscription (over $100) vs a onetime purchase fee (as it was before) is too expensive for home use.
3,I didn’t realize that I would pay each year for this program.  Now feel like I’m stuck.
1,I tried to cancel my order yesterday because I need the one with rental property that I have used for the last 10 years.  I also have lost all my posting for the last 5 months
5,
5,
3,In able to download bank files and customer service hours were not compatible with my schedule.
4,"I have used Quicken desktop for years and generally l like it. However, I have one problem in that, in downloading, Quicken has picked out one vendor name and attaches it to every tranaction downloaded. That is frustrating. Has gone on for some time."
5,I've used quicken for years and had very few problems.
3,Online downloads continually fail to 'handshake' with various credit cards.
5,"CONVENIENT, USER FRIENDLY, AND INTUITIVE"
2,Old versions from way back were much simpler and easier to work with
1,Needed help with Update Summary not showing all updated financial institutions/accounts and not showing errors either. Quicken representative in chat told me the ridiculous lie that it's just the way things are now for Express Web Connect updates! It's not. I started a new Quicken file as a test case with just a few accounts using Express Web Connect and the Update Summary is just fine. Sure would like to be able to fix my old file rather than totally start from scratch with a new file.
2,direct web connect doesn't work anymore.  I can never balance my checking account even when I go through all cleared and pending transactions.  very annoying.
5,"For how I use Quicken, I do enjoy it.  I only use a few features but it serves me well."
2,"Not user friendly. Really miss Microsoft money. Does NOT work well with credit unions, especially if they use shares  lot of duplicate items, confusing transfers that double, and customer service is difficult to speak with. Have been an end user for a decade. Nothing has changed for the better."
3,Too many things still need to be manually downloaded that used to be automatic.
4,Using quicken has made it where i have been able to keep a balanced checkbook. However i did like it better when you just had to enter the amount in the proper column like deposit and debit without having to enter the minus sign in the debit column. if it was in the debit column it knew it was a minus and in the deposit column it knew it was a plus.
2,"It’s confusing and has much, much more than a simple budget and expense program. I’d prefer using a spreadsheet except for the creation of reports."
3,"I have been using Quicken since the '90's but that was when you could buy, not rent the service. the new yearly service fee has gotten to be so expensive that it has me looking for another service."
5,Individual
3,Software often has bugs and needs frequent restarts
4,I have used Quicken for years.  Love it!
5,"I enjoy the simplicity of using Quicken and how easy it it to compile the reports I like to see. The compilation of the figures is rapid, and it is genuinely easy to use. I also enjoy the fact that if I need help from Support for any variety of reasons, the people at Quicken are simply extraordinary!  THANKS for everything."
2,Most quick pays to credit cards do not work.  Can’t get rid of error messages that constantly repeat. I’ve been a quicken user since it was first released and I’ve watched it get progressively worse over the years. Senior management should all be replaced.
4,"Very good service from Quicken Rep.  Very helpful in a bad situation set up by Quicken, having to upgrade system."
5,Ease of use and long history
5,I use it every day. I have had it for Manny years.
5,Preparation income tax
3,Quicken is constantly getting more bells and whistles - none of which I want or need. I would much prefer a basic version that didn’t go up in price every year.
1,Price and value
5,I am glad to be able to budget even 3 months ahead. It makes planning my finances much easier.
2,"I bought my first version of quicken 40 years ago. It was named Quicken II.  Back then it was a good check register and a helpful tool to balance my account. Over the years the program improved and added features that streamlined the process and sped up banking management.Unfortunately since the program went online a few years ago, the program saw more frequent updates without adequate explanation of what exactly was being changed. Features were being added that complicated my banking and did not contain a clear process to reverse the update if it did not suit my needs. Today’s result is managing my banking only took about three minutes a month to balance all my checking and savings. Today I have to open my online accounts, print my online statement, then spend from 20 to 45 minutes per account reconciling each bank.Quicken seems to manage my large banks differently than the small ones. Citibank inputs most information into quicken while Golden 1CU does not. When I try to download Golden1 information it no longer responds as it did in the past, and today it has degraded to a fancy check register. Maybe I am no longer your target customer. I no longer recommend the product to friends because I can no longer tutor them when using the product.I have not abandoned Quicken yet, i am slow to change. My telephone land line did not ring for two years before I disconnected.  I am a casual user and a simplification of the Quicken interface could help greatly."
3,"Leave it alone. ""If it works, don't fix it""."
4,Have used quicken for decades. It slowly improved  like that can download data from brokerage and to TurboTax
5,Easy to use and accurately tracks my expenses.
1,"Plan renews annually without warning, just alerting you that you have been charged. Price goes up exorbitant percentage annually. That is the problem with monopolies."
